3503130.40,3372344.30,3364791.70,3364791.70,3334340.10,3345980.40,3359259.90,3235649.00,3235649.00,3235649.00,3235649.00,3256547.10,3170181.90,3164060.60,3158794.00,3190994.80,3158565.60,3113760.20,3160642.30,3107581.20,3041696.30,3041696.30,3041696.30,3041696.30,3018608.20,3040605.70,3040605.70,3045494.70,3066903.40,3096671.50,3098731.60,3124215.10,3142910.20,3124044.10,3077422.10,3071151.10,3077684.30,3103509.70,3058444.00,3087027.30,3087027.30,3078680.70,3078680.70,3074996.70,3062303.10,3056424.20,3066002.60,3050794.70,3044705.40,2997886.20,2998236.50,2998236.50,2998236.50,2998236.50,2981438.30,2950057.30,2996645.00,2985892.90,2985892.90,2949246.60,2948991.10,2931124.00,2931124.00,2973282.40,2973685.00,2973305.80,2915443.40,2915443.40,2936976.70,2939908.90,2924009.60,2927246.70,2913614.30,2935337.60,2935337.60,2929600.30,2935337.60,2935337.60,2929971.70,2918994.90,2945504.10,2941256.90,2915552.00,2935929.50,2905405.50,2905405.50,2913887.70,2885714.70,2841231.40,2852959.20,2852959.20,2834671.90,2847698.80,2850155.70,2855280.60,2856282.90,2846806.30,2846806.30,2846806.30,2846806.30,
3425090.80,3472274.10,3472274.10,3457151.20,3484546.10,3466565.80,3388644.10,3424773.80,3360648.60,3330679.60,3288570.50,3321012.80,3292203.10,3284168.90,3266527.50,3283256.80,3215569.40,3264447.70,3250906.10,3250906.10,3236989.60,3236989.60,3192885.30,3192955.70,3192381.30,3141342.60,3141342.60,3171241.10,3169937.70,3173223.00,3149960.40,3162375.80,3176506.50,3153090.60,3158343.00,3095971.20,3103675.80,3179057.90,3179057.90,3169516.00,3169516.00,3189511.70,3176489.60,3067302.80,3067302.80,3045854.90,3025180.70,3025180.70,3027547.70,3027547.70,3032189.80,3032189.80,3032189.80,3026288.70,3026288.70,3028279.60,3035955.10,3035910.10,3032149.80,3030732.80,3030732.80,3028330.80,3026730.60,3020704.80,3026131.80,3026131.80,3024373.60,3024373.60,3024373.60,3026131.80,3019151.30,3019151.30,3019151.30,2969236.40,2969236.40,2969236.40,2965040.40,2965040.40,2969236.40,2969236.40,3011237.20,3016702.90,3010180.80,3015931.10,3019151.30,3007165.60,2942930.50,2942930.50,2942930.50,2942930.50,2942930.50,2942930.50,2942930.50,2897794.20,2942930.50,2942930.50,2942930.50,2942930.50,2942930.50,2942930.50,
3462701.40,3421482.30,3357572.80,3357572.80,3379432.10,3157433.70,3380991.00,3181389.70,3181389.70,3181389.70,3181389.70,3216809.90,3216809.90,3216809.90,3212256.70,3272656.30,3235387.80,3278220.10,3272713.80,2982597.40,3209249.60,3209249.60,3209249.60,3195021.50,3201765.70,3166393.90,3166393.90,3161291.00,3143628.70,3157276.60,3121843.50,3141394.00,3137407.80,3126047.00,3135022.00,3135964.00,3129577.90,3119782.70,3107894.90,3109705.10,3109705.10,3108918.10,3103744.10,3102016.60,3102016.60,3104467.90,3101757.40,3101757.40,3098546.20,3098546.20,3100630.50,3100395.10,3098773.40,3098773.40,3093871.80,3098179.20,3098179.20,3098179.20,3098179.20,3098179.20,3098179.20,3098179.20,3098179.20,3098179.20,3098179.20,3098179.20,3098179.20,3098179.20,2862812.00,3098179.20,3098179.20,3098179.20,3098179.20,3098179.20,3098179.20,2952926.80,3098179.20,3098179.20,3098179.20,3098179.20,3095409.70,3095409.70,3095409.70,3095409.70,3095409.70,3095409.70,3095409.70,3095409.70,3095409.70,3087781.50,3087781.50,3046037.50,3083183.50,3050744.90,3050744.90,3050744.90,3023553.10,3023553.10,3023553.10,3023553.10,
3500545.60,3464021.20,3368893.20,3303276.20,3353377.60,3343011.80,3418793.90,3367015.30,3280781.50,3280781.50,3224647.00,3250091.40,3187641.40,3187641.40,3206425.70,3169954.40,3256161.80,3228081.90,3216144.00,3216144.00,3140470.80,3094998.10,3128091.60,3129791.90,3121128.70,3097502.60,3097502.60,3075753.20,3060558.10,3070063.50,3068656.00,3053195.60,3065283.00,3081335.70,3069992.90,3019056.50,3040120.10,3076904.20,3076904.20,3083631.20,3081288.60,3071637.90,3071637.90,3071637.90,3071637.90,3089593.50,3087589.70,3082659.40,3082659.40,3082443.80,3082659.40,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3079540.50,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,3082443.80,
3401918.70,3352055.80,3352055.80,3352055.80,3431126.80,3419071.40,3302305.60,3421314.40,3351073.10,3262470.10,3351073.10,3337019.70,3285265.00,3285265.00,3228659.10,3283280.50,3278928.10,3291596.90,3262436.70,3262436.70,3205991.60,3192323.90,3183924.60,3160586.10,3160236.20,3146630.70,3144923.70,3140123.90,3065201.10,3139062.20,3140451.60,3117546.30,3046236.90,3088398.30,3090817.30,3024522.20,3075062.50,3089024.00,3076564.50,3066828.70,3066828.70,3073427.20,3071594.80,3071594.80,3000181.10,2955386.20,3019417.80,3005549.00,2944867.90,2944867.90,2954314.80,2954314.80,2954314.80,2954314.80,2954314.80,3040313.20,3047146.50,3041497.90,3040536.90,3038799.20,3038799.20,3036889.70,3036889.70,2990410.50,3035731.80,3035731.80,3035731.80,3035731.80,3035731.80,3035731.80,3035731.80,3035731.80,3034656.00,3012158.10,3012158.10,3012158.10,3012158.10,2935802.70,2952390.30,2922127.60,2922127.60,2930956.60,2930956.60,2951682.30,2956117.80,2954561.70,2945203.80,2945203.80,2945203.80,2930876.00,2930876.00,2930876.00,2930876.00,2930876.00,2930876.00,2930876.00,2930876.00,2930876.00,2930876.00,2930876.00,
3539743.70,3417820.00,3417820.00,3417820.00,3322197.30,3334231.20,3373768.70,3376544.10,3310119.10,3310119.10,3224094.00,3293303.60,3293303.60,3161943.70,3215327.40,3243670.20,3168809.60,3168859.70,3154362.70,3154362.70,3202260.40,3199927.60,3202260.40,3198319.50,3194148.00,3228447.80,3194589.50,3228447.80,3203877.20,3152111.00,3177317.50,3162337.40,3151359.10,3164529.30,3160879.60,3159015.30,3163801.30,3075405.10,3075405.10,3062018.60,3062018.60,3153069.20,3153069.20,3130670.60,3130670.60,3134163.50,3148516.70,3117560.70,3130746.80,3120906.80,3110503.60,3110503.60,3110503.60,3068989.80,3068989.80,3102940.30,3101591.80,3101591.80,3101591.80,3103997.50,3103997.50,3113080.60,3113080.60,3113080.60,3113080.60,3112092.40,3112092.40,3106020.70,3106020.70,3111399.80,3111399.80,3111399.80,3111357.00,3108285.60,3108285.60,3108285.60,3105200.40,3105200.40,3104352.70,3104352.70,3107095.50,3113080.60,3113080.60,3113080.60,3113080.60,3113080.60,3113080.60,3113080.60,3113080.60,3108013.30,3108013.30,3108013.30,3113080.60,3113080.60,3106035.20,3108590.00,3111947.90,3111128.60,3111128.60,3111128.60,
3377410.30,3435734.30,3314934.40,3314934.40,3336909.70,3422735.00,3430710.70,3278538.70,3278538.70,3278538.70,3241440.40,3246887.60,3226034.50,3226034.50,3173464.20,3217056.10,3200772.60,3177551.20,3186510.40,3131913.60,3145036.70,3055752.20,3119168.40,3122668.50,3121779.10,3063522.70,3063522.70,3081812.60,3084612.00,3064977.70,3064441.90,3077578.80,3072221.60,3072808.10,3047488.80,3037731.80,3046964.60,3057546.70,2992922.40,3000090.70,2986855.40,2992781.70,2962323.80,2962323.80,2926272.50,2863755.70,2923114.20,2923114.20,2945175.90,2918543.00,2917439.80,2916198.30,2915394.00,2910841.00,2906999.00,2900482.60,2894261.60,2773416.70,2773416.70,2814945.10,2814945.10,2898864.40,2898864.40,2914192.00,2906189.00,2903325.00,2898426.90,2898426.90,2899026.50,2869186.10,2869186.10,2896792.70,2894306.30,2894306.30,2894306.30,2894306.30,2894306.30,2893101.80,2893101.80,2893101.80,2882329.70,2882329.70,2801374.80,2889650.40,2885570.10,2885570.10,2885313.60,2880152.70,2880152.70,2880152.70,2874960.30,2879018.70,2869318.60,2869315.10,2879018.70,2880149.20,2880149.20,2870645.60,2870645.60,2870645.60,
3511716.00,3455152.40,3342230.10,3342230.10,3286084.00,3348479.00,3285193.50,3242883.00,3242883.00,3208599.40,3184044.00,3242883.00,3242883.00,3242883.00,3293146.00,3194505.80,3210313.60,3214326.50,3233571.20,3220261.80,3233442.60,3233442.60,3183887.00,3204878.20,3233442.60,3199224.00,3176212.60,3195241.00,3202009.30,3199084.80,3210886.60,3210368.80,3231985.80,3238151.00,3213524.60,3219298.40,3195448.80,3149408.50,3149408.50,3177183.60,3164837.80,3159407.50,3156840.60,3122972.50,3122972.50,3127453.90,3148635.10,3137822.10,3123629.40,3121377.20,3113775.90,3107206.60,3059814.70,3059814.70,3059814.70,3063868.70,3053855.50,3079794.40,3077021.20,3076479.30,3076479.30,3082930.80,3082930.80,3082935.60,3081780.40,3082930.80,3075342.70,3020331.70,3035946.40,3043190.30,3043190.30,3067979.80,3065341.30,3055938.90,3055938.90,3055938.90,3055938.90,3055938.90,3062565.20,3062565.20,3062565.20,3062565.20,3062565.20,3062565.20,3062565.20,3062565.20,3066938.80,3066938.80,3066938.80,3066938.80,3066938.80,3066938.80,3066938.80,3066938.80,3066938.80,3066938.80,3066938.80,3066938.80,3066938.80,3066938.80,
3583910.50,3494691.40,3389131.40,3389131.40,3450880.90,3415048.00,3341945.60,3290513.60,3290513.60,3290513.60,3281779.30,3263060.00,3258153.70,3258153.70,3277720.40,3277322.40,3200536.30,3307580.20,3274504.70,3274504.70,3218336.40,3218336.40,3218336.40,3218336.40,3230598.30,3228679.80,3187692.10,3217689.60,3180969.90,3167218.80,3171519.70,3181801.20,3165788.20,3082452.10,3116570.30,3119060.50,3163443.10,3158014.60,3120768.20,3144833.00,3140510.10,3144833.00,3142650.30,3139151.50,3139151.50,3129784.20,3132231.80,3130184.20,3126090.00,3124477.70,3118010.20,3097457.90,3097457.90,3097457.90,3097457.90,3069897.40,3102976.80,3104349.10,3077145.00,3041242.00,3041242.00,3055576.30,3055576.30,3044405.60,3038477.80,3019588.30,3019588.30,3019588.30,3023213.50,2992334.70,2992334.70,3021002.20,2922365.20,2929322.10,2929322.10,2929322.10,2929322.10,2929322.10,2948044.80,2948044.80,2924044.00,2931972.80,2931972.80,2952762.10,2921889.60,2921889.60,2922454.30,2922454.30,2922217.30,2911960.80,2911960.80,2886494.90,2889900.00,2868136.80,2874397.00,2868692.50,2872777.70,2872093.70,2872093.70,2872093.70,
3514313.20,3433836.30,3433836.30,3433836.30,3422674.90,3293660.50,3193164.00,3402468.30,3402468.30,3402468.30,3336498.30,3379877.20,3379877.20,3322819.70,3345199.20,3372092.30,3337876.10,3306681.40,3288965.50,3232779.80,3259374.70,3224398.10,3259374.70,3259374.70,3199692.00,3284249.30,3275117.10,3293841.70,3283060.50,3292331.80,3289130.30,3285230.60,3267926.80,3261971.90,3266518.90,3171996.90,3252232.10,3242708.60,3191474.60,3179740.80,3179740.80,3159007.50,3127519.80,3121235.20,3121235.20,3116533.50,3180313.60,3180313.60,3167801.90,3139877.20,3114504.70,3093035.90,3057883.20,3057883.20,3028897.90,3041651.90,3074723.90,3075793.30,3071259.10,3055770.20,3055770.20,3077999.10,3014179.40,3061193.00,3064758.90,3044757.70,3040121.70,2984028.30,2995785.00,3030594.00,3030164.50,3020781.50,3013623.00,2948645.90,2948645.90,2948645.90,2948645.90,2948645.90,2979801.00,2979801.00,2973144.10,2996261.20,2986648.10,2953136.50,2997828.80,2993189.00,2993189.00,2993189.00,2990805.40,2990674.00,2990674.00,2990674.00,2990674.00,2990674.00,2990674.00,2990805.40,2990805.40,2990805.40,2990805.40,2990805.40,
